Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Dependents_numeric,Credit_History_Status,TotalIncome,LoanAmount_Actual,Loan_to_Income_Ratio,LoanIncomeRatio,Has_Coapplicant
LP001881,Male,Yes,0,Not Graduate,No,7895.0,0.0,143.0,360.0,1.0,Rural,0.0,Has Credit History,7895.0,143000.0,18.11272957568081,16.076447442383362,0
LP001886,Male,No,0,Graduate,No,4150.0,4256.0,209.0,360.0,1.0,Rural,0.0,Has Credit History,8406.0,209000.0,24.86319295741137,22.219859664044225,1
LP001906,Male,No,0,Graduate,No,2964.0,0.0,84.0,360.0,0.0,Semiurban,0.0,No Credit History,2964.0,84000.0,28.34008097165992,21.19071644803229,0
LP001909,Male,No,0,Graduate,No,5583.0,0.0,116.0,360.0,1.0,Urban,0.0,Has Credit History,5583.0,116000.0,20.77735984237865,17.621145374449338,0
LP001911,Female,No,0,Graduate,No,2708.0,0.0,65.0,360.0,1.0,Rural,0.0,Has Credit History,2708.0,65000.0,24.002954209748893,17.529665587918014,0
LP001921,Male,No,1,Graduate,No,3180.0,2370.0,80.0,240.0,,Rural,1.0,Unknown/Not on File,5550.0,80000.0,14.414414414414415,12.213740458015268,1
LP001923,Male,No,0,Not Graduate,No,2268.0,0.0,170.0,360.0,0.0,Semiurban,0.0,No Credit History,2268.0,170000.0,74.95590828924162,52.01958384332926,0
LP001933,Male,No,2,Not Graduate,No,1141.0,2017.0,120.0,360.0,0.0,Urban,2.0,No Credit History,3158.0,120000.0,37.998733375554146,28.860028860028862,1
LP001943,Male,Yes,0,Graduate,No,3042.0,3167.0,135.0,360.0,1.0,Urban,0.0,Has Credit History,6209.0,135000.0,21.742631663713965,18.726591760299627,1
LP001950,Female,Yes,3+,Graduate,No,1750.0,2935.0,94.0,360.0,0.0,Semiurban,3.0,No Credit History,4685.0,94000.0,20.064034151547492,16.534740545294635,1
LP001959,Female,Yes,1,Graduate,No,3564.0,0.0,79.0,360.0,1.0,Rural,1.0,Has Credit History,3564.0,79000.0,22.16610549943883,17.309377738825592,0
LP001961,Female,No,0,Graduate,No,3958.0,0.0,110.0,360.0,1.0,Rural,0.0,Has Credit History,3958.0,110000.0,27.791814047498736,22.18636546994756,0
LP001973,Male,Yes,2,Not Graduate,No,4483.0,0.0,130.0,360.0,1.0,Rural,2.0,Has Credit History,4483.0,130000.0,28.998438545616775,23.70964800291811,0
LP001975,Male,Yes,0,Graduate,No,5225.0,0.0,143.0,360.0,1.0,Rural,0.0,Has Credit History,5225.0,143000.0,27.36842105263158,22.971887550200805,0
LP001979,Male,No,0,Graduate,No,3017.0,2845.0,159.0,180.0,0.0,Urban,0.0,No Credit History,5862.0,159000.0,27.123848515864893,23.17108714660449,1
LP001995,Male,Yes,0,Not Graduate,No,2431.0,1820.0,110.0,360.0,0.0,Rural,0.0,No Credit History,4251.0,110000.0,25.8762644083745,20.948390782708053,1
LP001999,Male,Yes,2,Graduate,No,4912.0,4614.0,160.0,360.0,1.0,Rural,2.0,Has Credit History,9526.0,160000.0,16.79613688851564,15.20045601368041,1
LP002007,Male,Yes,2,Not Graduate,No,2500.0,3333.0,131.0,360.0,1.0,Urban,2.0,Has Credit History,5833.0,131000.0,22.458426195782618,19.171666910581003,1
LP002009,Female,No,0,Graduate,No,2918.0,0.0,65.0,360.0,,Rural,0.0,Unknown/Not on File,2918.0,65000.0,22.27553118574366,16.590096988259315,0
LP002016,Male,Yes,2,Graduate,No,5128.0,0.0,143.0,360.0,1.0,Rural,2.0,Has Credit History,5128.0,143000.0,27.886115444617786,23.3355091383812,0
LP002017,Male,Yes,3+,Graduate,No,15312.0,0.0,187.0,360.0,,Urban,3.0,Unknown/Not on File,15312.0,187000.0,12.21264367816092,11.463952918097108,0
LP002018,Male,Yes,2,Graduate,No,3958.0,2632.0,160.0,360.0,1.0,Semiurban,2.0,Has Credit History,6590.0,160000.0,24.279210925644918,21.080368906455863,1
LP002027,Male,Yes,0,Graduate,No,4334.0,2945.0,165.0,360.0,1.0,Semiurban,0.0,Has Credit History,7279.0,165000.0,22.667948894078858,19.92994322985868,1
LP002028,Male,Yes,2,Graduate,No,4358.0,0.0,110.0,360.0,1.0,Urban,2.0,Has Credit History,4358.0,110000.0,25.24093620927031,20.530048525569242,0
LP002042,Female,Yes,1,Graduate,No,4000.0,3917.0,173.0,360.0,1.0,Rural,1.0,Has Credit History,7917.0,173000.0,21.85171150688392,19.401143882471683,1
LP002045,Male,Yes,3+,Graduate,No,10166.0,750.0,150.0,360.0,1.0,Urban,3.0,Has Credit History,10916.0,150000.0,13.741297178453646,12.588116817724067,1
LP002046,Male,Yes,0,Not Graduate,No,4483.0,0.0,135.0,360.0,,Semiurban,0.0,Unknown/Not on File,4483.0,135000.0,30.113763105063573,24.621557541491885,0
LP002047,Male,Yes,2,Not Graduate,No,4521.0,1184.0,150.0,360.0,1.0,Semiurban,2.0,Has Credit History,5705.0,150000.0,26.292725679228745,22.371364653243848,1
LP002056,Male,Yes,2,Graduate,No,9167.0,0.0,235.0,360.0,1.0,Semiurban,2.0,Has Credit History,9167.0,235000.0,25.63543143885677,23.113996262417626,0
LP002057,Male,Yes,0,Not Graduate,No,13083.0,0.0,126.0,360.0,1.0,Rural,0.0,Has Credit History,13083.0,126000.0,9.630818619582664,8.946957324433715,0
LP002059,Male,Yes,2,Graduate,No,7874.0,3967.0,336.0,360.0,1.0,Rural,2.0,Has Credit History,11841.0,336000.0,28.375981758297442,26.166186434078345,1
LP002062,Female,Yes,1,Graduate,No,4333.0,0.0,132.0,84.0,1.0,Rural,1.0,Has Credit History,4333.0,132000.0,30.46388183706439,24.75154697168573,0
LP002064,Male,No,0,Graduate,No,4083.0,0.0,96.0,360.0,1.0,Urban,0.0,Has Credit History,4083.0,96000.0,23.512123438648054,18.88648435963014,0
LP002069,Male,Yes,2,Not Graduate,No,3785.0,2912.0,180.0,360.0,0.0,Rural,2.0,No Credit History,6697.0,180000.0,26.877706435717485,23.385734701831883,1
LP002070,Male,Yes,3+,Not Graduate,No,2654.0,1998.0,128.0,360.0,0.0,Rural,3.0,No Credit History,4652.0,128000.0,27.515047291487534,22.64685067232838,1
LP002077,Male,Yes,1,Graduate,No,10000.0,2690.0,412.0,360.0,1.0,Semiurban,1.0,Has Credit History,12690.0,412000.0,32.46650906225374,30.094959824689557,1
LP002083,Male,No,0,Graduate,Yes,5833.0,0.0,116.0,360.0,1.0,Urban,0.0,Has Credit History,5833.0,116000.0,19.886850677181553,16.97643787501829,0
LP002090,Male,Yes,1,Graduate,No,4796.0,0.0,114.0,360.0,0.0,Semiurban,1.0,No Credit History,4796.0,114000.0,23.769808173477898,19.66873706004141,0
LP002096,Male,Yes,0,Not Graduate,No,2000.0,1600.0,115.0,360.0,1.0,Rural,0.0,Has Credit History,3600.0,115000.0,31.944444444444443,25.000000000000004,1
LP002099,Male,Yes,2,Graduate,No,2540.0,700.0,104.0,360.0,0.0,Urban,2.0,No Credit History,3240.0,104000.0,32.098765432098766,24.528301886792452,1
LP002102,Male,Yes,0,Graduate,Yes,1900.0,1442.0,88.0,360.0,1.0,Rural,0.0,Has Credit History,3342.0,88000.0,26.33153800119689,20.26715799170889,1
LP002105,Male,Yes,0,Graduate,Yes,8706.0,0.0,108.0,480.0,1.0,Rural,0.0,Has Credit History,8706.0,108000.0,12.405237767057201,11.127137852874512,0
LP002107,Male,Yes,3+,Not Graduate,No,2855.0,542.0,90.0,360.0,1.0,Urban,3.0,Has Credit History,3397.0,90000.0,26.493965263467764,20.468501250852853,1
LP002111,Male,Yes,0,Graduate,No,3016.0,1300.0,100.0,360.0,,Urban,,Unknown/Not on File,4316.0,100000.0,23.169601482854496,18.811136192626034,1
LP002117,Female,Yes,0,Graduate,No,3159.0,2374.0,108.0,360.0,1.0,Semiurban,0.0,Has Credit History,5533.0,108000.0,19.519248147478763,16.53145568651462,1
LP002118,Female,No,0,Graduate,No,1937.0,1152.0,78.0,360.0,1.0,Semiurban,0.0,Has Credit History,3089.0,78000.0,25.250890255746196,19.075568598679382,1
LP002123,Male,Yes,0,Graduate,No,2613.0,2417.0,123.0,360.0,1.0,Semiurban,0.0,Has Credit History,5030.0,123000.0,24.45328031809145,20.398009950248756,1
LP002125,Male,Yes,1,Graduate,No,4960.0,2600.0,187.0,360.0,1.0,Semiurban,1.0,Has Credit History,7560.0,187000.0,24.735449735449734,21.845794392523366,1
LP002148,Male,Yes,1,Graduate,No,3074.0,1083.0,146.0,360.0,1.0,Semiurban,1.0,Has Credit History,4157.0,146000.0,35.12148183786385,28.31103354663564,1
LP002152,Female,No,0,Graduate,No,4213.0,0.0,80.0,360.0,1.0,Urban,0.0,Has Credit History,4213.0,80000.0,18.988844054118207,15.346249760214848,0
LP002165,Male,No,1,Not Graduate,No,2038.0,4027.0,100.0,360.0,1.0,Rural,1.0,Has Credit History,6065.0,100000.0,16.488046166529266,14.154281670205236,1
LP002167,Female,No,0,Graduate,No,2362.0,0.0,55.0,360.0,1.0,Urban,0.0,Has Credit History,2362.0,55000.0,23.285351397121083,16.35930993456276,0
LP002168,Male,No,0,Graduate,No,5333.0,2400.0,200.0,360.0,0.0,Rural,0.0,No Credit History,7733.0,200000.0,25.8631837579206,22.901637467078896,1
LP002172,Male,Yes,3+,Graduate,Yes,5384.0,0.0,150.0,360.0,1.0,Semiurban,3.0,Has Credit History,5384.0,150000.0,27.86032689450223,23.496240601503757,0
LP002176,Male,No,0,Graduate,No,5708.0,0.0,150.0,360.0,1.0,Rural,0.0,Has Credit History,5708.0,150000.0,26.278906797477227,22.361359570661897,0
LP002183,Male,Yes,0,Not Graduate,No,3754.0,3719.0,118.0,360.0,1.0,Rural,0.0,Has Credit History,7473.0,118000.0,15.790177974039876,13.926590345804321,1
LP002184,Male,Yes,0,Not Graduate,No,2914.0,2130.0,150.0,300.0,1.0,Urban,0.0,Has Credit History,5044.0,150000.0,29.738302934179224,24.81800132362674,1
LP002186,Male,Yes,0,Not Graduate,No,2747.0,2458.0,118.0,36.0,1.0,Semiurban,0.0,Has Credit History,5205.0,118000.0,22.67050912584054,19.016921837228043,1
LP002192,Male,Yes,0,Graduate,No,7830.0,2183.0,212.0,360.0,1.0,Rural,0.0,Has Credit History,10013.0,212000.0,21.17247578148407,19.24997729955507,1
LP002195,Male,Yes,1,Graduate,Yes,3507.0,3148.0,212.0,360.0,1.0,Rural,1.0,Has Credit History,6655.0,212000.0,31.8557475582269,27.694317439581972,1
LP002208,Male,Yes,1,Graduate,No,3747.0,2139.0,125.0,360.0,1.0,Urban,1.0,Has Credit History,5886.0,125000.0,21.236833163438668,18.152773743828057,1
LP002212,Male,Yes,0,Graduate,No,2166.0,2166.0,108.0,360.0,,Urban,0.0,Unknown/Not on File,4332.0,108000.0,24.930747922437675,20.255063765941486,1
LP002240,Male,Yes,0,Not Graduate,No,3500.0,2168.0,149.0,360.0,1.0,Rural,0.0,Has Credit History,5668.0,149000.0,26.287932251235002,22.345530893821234,1
LP002245,Male,Yes,2,Not Graduate,No,2896.0,0.0,80.0,480.0,1.0,Urban,2.0,Has Credit History,2896.0,80000.0,27.624309392265193,20.53388090349076,0
LP002253,Female,No,1,Graduate,No,5062.0,0.0,152.0,300.0,1.0,Rural,1.0,Has Credit History,5062.0,152000.0,30.0276570525484,25.07423292642692,0
LP002256,Female,No,2,Graduate,Yes,5184.0,0.0,187.0,360.0,0.0,Semiurban,2.0,No Credit History,5184.0,187000.0,36.07253086419753,30.239327296248383,0
LP002257,Female,No,0,Graduate,No,2545.0,0.0,74.0,360.0,1.0,Urban,0.0,Has Credit History,2545.0,74000.0,29.076620825147348,20.87447108603667,0
LP002264,Male,Yes,0,Graduate,No,2553.0,1768.0,102.0,360.0,1.0,Urban,0.0,Has Credit History,4321.0,102000.0,23.605646841009026,19.16932907348243,1
LP002270,Male,Yes,1,Graduate,No,3436.0,3809.0,100.0,360.0,1.0,Rural,1.0,Has Credit History,7245.0,100000.0,13.802622498274673,12.128562765312308,1
LP002279,Male,No,0,Graduate,No,2412.0,2755.0,130.0,360.0,1.0,Rural,0.0,Has Credit History,5167.0,130000.0,25.159667118250436,21.07994162477704,1
LP002286,Male,Yes,3+,Not Graduate,No,5180.0,0.0,125.0,360.0,0.0,Urban,3.0,No Credit History,5180.0,125000.0,24.131274131274132,20.22653721682848,0
LP002294,Male,No,0,Graduate,No,14911.0,14507.0,130.0,360.0,1.0,Semiurban,0.0,Has Credit History,29418.0,130000.0,4.419063158610375,4.273785258728385,1
LP002298,Male,No,0,Graduate,Yes,2860.0,2988.0,138.0,360.0,1.0,Urban,0.0,Has Credit History,5848.0,138000.0,23.59781121751026,20.151869158878505,1
LP002306,Male,Yes,0,Graduate,No,1173.0,1594.0,28.0,180.0,1.0,Rural,0.0,Has Credit History,2767.0,28000.0,10.119262739428985,7.432970533581099,1
LP002310,Female,No,1,Graduate,No,7600.0,0.0,92.0,360.0,1.0,Semiurban,1.0,Has Credit History,7600.0,92000.0,12.105263157894736,10.697674418604652,0
LP002311,Female,Yes,0,Graduate,No,2157.0,1788.0,104.0,360.0,1.0,Urban,0.0,Has Credit History,3945.0,104000.0,26.362484157160964,21.031344792719917,1
LP002316,Male,No,0,Graduate,No,2231.0,2774.0,176.0,360.0,0.0,Urban,0.0,No Credit History,5005.0,176000.0,35.16483516483517,29.308909242298085,1
LP002321,Female,No,0,Graduate,No,2274.0,5211.0,117.0,360.0,0.0,Semiurban,0.0,No Credit History,7485.0,117000.0,15.6312625250501,13.789039481437833,1
LP002325,Male,Yes,2,Not Graduate,No,6166.0,13983.0,102.0,360.0,1.0,Rural,2.0,Has Credit History,20149.0,102000.0,5.062285969527023,4.822923069648683,1
LP002326,Male,Yes,2,Not Graduate,No,2513.0,1110.0,107.0,360.0,1.0,Semiurban,2.0,Has Credit History,3623.0,107000.0,29.533535743858682,23.14514384598745,1
LP002329,Male,No,0,Graduate,No,4333.0,0.0,66.0,480.0,1.0,Urban,0.0,Has Credit History,4333.0,66000.0,15.231940918532194,12.375773485842865,0
LP002333,Male,No,0,Not Graduate,No,3844.0,0.0,105.0,360.0,1.0,Urban,0.0,Has Credit History,3844.0,105000.0,27.315296566077002,21.676300578034684,0
LP002339,Male,Yes,0,Graduate,No,3887.0,1517.0,105.0,360.0,0.0,Semiurban,0.0,No Credit History,5404.0,105000.0,19.430051813471504,16.396002498438477,1
LP002344,Male,Yes,0,Graduate,No,3510.0,828.0,105.0,360.0,1.0,Semiurban,0.0,Has Credit History,4338.0,105000.0,24.20470262793914,19.67028849756463,1
LP002346,Male,Yes,0,Graduate,No,2539.0,1704.0,125.0,360.0,0.0,Rural,0.0,No Credit History,4243.0,125000.0,29.460287532406316,23.841312225824908,1
LP002354,Female,No,0,Not Graduate,No,2107.0,0.0,64.0,360.0,1.0,Semiurban,0.0,Has Credit History,2107.0,64000.0,30.374940673943996,20.598648213710973,0
LP002355,Male,Yes,0,Graduate,No,3186.0,3145.0,150.0,180.0,0.0,Semiurban,0.0,No Credit History,6331.0,150000.0,23.692939504027798,20.461055790478788,1
LP002358,Male,Yes,2,Graduate,Yes,5000.0,2166.0,150.0,360.0,1.0,Urban,2.0,Has Credit History,7166.0,150000.0,20.932179737650014,18.36884643644379,1
LP002360,Male,Yes,0,Graduate,No,10000.0,0.0,126.0,360.0,1.0,Urban,,Has Credit History,10000.0,126000.0,12.6,11.454545454545455,0
LP002375,Male,Yes,0,Not Graduate,Yes,3943.0,0.0,64.0,360.0,1.0,Semiurban,0.0,Has Credit History,3943.0,64000.0,16.23129596753741,12.947602670443052,0
LP002376,Male,No,0,Graduate,No,2925.0,0.0,40.0,180.0,1.0,Rural,0.0,Has Credit History,2925.0,40000.0,13.675213675213675,10.191082802547772,0
LP002383,Male,Yes,3+,Graduate,No,3242.0,437.0,142.0,480.0,0.0,Urban,3.0,No Credit History,3679.0,142000.0,38.59744495786899,30.348365035263942,1
LP002385,Male,Yes,0,Graduate,No,3863.0,0.0,70.0,300.0,1.0,Semiurban,,Has Credit History,3863.0,70000.0,18.12063163344551,14.394406744807734,0
LP002389,Female,No,1,Graduate,No,4028.0,0.0,131.0,360.0,1.0,Semiurban,1.0,Has Credit History,4028.0,131000.0,32.522343594836144,26.054097056483695,0
LP002394,Male,Yes,2,Graduate,No,4010.0,1025.0,120.0,360.0,1.0,Urban,2.0,Has Credit History,5035.0,120000.0,23.833167825223438,19.88400994200497,1
LP002397,Female,Yes,1,Graduate,No,3719.0,1585.0,114.0,360.0,1.0,Urban,1.0,Has Credit History,5304.0,114000.0,21.493212669683256,18.083756345177665,1
LP002399,Male,No,0,Graduate,No,2858.0,0.0,123.0,360.0,0.0,Rural,0.0,No Credit History,2858.0,123000.0,43.037088873338,31.881804043545877,0
LP002400,Female,Yes,0,Graduate,No,3833.0,0.0,92.0,360.0,1.0,Rural,0.0,Has Credit History,3833.0,92000.0,24.002087138012,19.03579557210842,0
LP002402,Male,Yes,0,Graduate,No,3333.0,4288.0,160.0,360.0,1.0,Urban,0.0,Has Credit History,7621.0,160000.0,20.994620128592047,18.559331864052893,1
LP002412,Male,Yes,0,Graduate,No,3007.0,3725.0,151.0,360.0,1.0,Rural,0.0,Has Credit History,6732.0,151000.0,22.430184194890078,19.529229177444385,1
LP002415,Female,No,1,Graduate,No,1850.0,4583.0,81.0,360.0,,Rural,1.0,Unknown/Not on File,6433.0,81000.0,12.591325975439142,10.897349656935289,1
LP002417,Male,Yes,3+,Not Graduate,No,2792.0,2619.0,171.0,360.0,1.0,Semiurban,3.0,Has Credit History,5411.0,171000.0,31.60229162816485,26.672905942910624,1
LP002420,Male,Yes,0,Graduate,No,2982.0,1550.0,110.0,360.0,1.0,Semiurban,0.0,Has Credit History,4532.0,110000.0,24.271844660194176,19.884309472161966,1
LP002425,Male,No,0,Graduate,No,3417.0,738.0,100.0,360.0,,Rural,0.0,Unknown/Not on File,4155.0,100000.0,24.067388688327316,19.398642095053344,1
LP002433,Male,Yes,1,Graduate,No,18840.0,0.0,234.0,360.0,1.0,Rural,1.0,Has Credit History,18840.0,234000.0,12.420382165605096,11.794354838709678,0
LP002440,Male,Yes,2,Graduate,No,2995.0,1120.0,184.0,360.0,1.0,Rural,2.0,Has Credit History,4115.0,184000.0,44.71445929526124,35.972629521016614,1
LP002441,Male,No,0,Graduate,No,3579.0,3308.0,138.0,360.0,,Semiurban,,Unknown/Not on File,6887.0,138000.0,20.03775228691738,17.497147204260177,1
LP002442,Female,Yes,1,Not Graduate,No,3835.0,1400.0,112.0,480.0,0.0,Urban,1.0,No Credit History,5235.0,112000.0,21.39446036294174,17.96311146752205,1
LP002445,Female,No,1,Not Graduate,No,3854.0,3575.0,117.0,360.0,1.0,Rural,1.0,Has Credit History,7429.0,117000.0,15.749091398573158,13.88065013643374,1
LP002450,Male,Yes,2,Graduate,No,5833.0,750.0,49.0,360.0,0.0,Rural,2.0,No Credit History,6583.0,49000.0,7.4434148564484275,6.461822497692206,1
LP002471,Male,No,0,Graduate,No,3508.0,0.0,99.0,360.0,1.0,Rural,0.0,Has Credit History,3508.0,99000.0,28.2212086659065,21.960958296362023,0
LP002476,Female,Yes,3+,Not Graduate,No,1635.0,2444.0,99.0,360.0,1.0,Urban,3.0,Has Credit History,4079.0,99000.0,24.270654572199067,19.49202598936799,1
LP002482,Female,No,0,Graduate,Yes,3333.0,3916.0,212.0,360.0,1.0,Rural,0.0,Has Credit History,7249.0,212000.0,29.245413160435923,25.700084858770765,1
LP002485,Male,No,1,Graduate,No,24797.0,0.0,240.0,360.0,1.0,Semiurban,1.0,Has Credit History,24797.0,240000.0,9.67859015203452,9.303407372950343,0
LP002495,Male,Yes,2,Graduate,No,5667.0,440.0,130.0,360.0,0.0,Semiurban,2.0,No Credit History,6107.0,130000.0,21.287047650237433,18.291824961305753,1
LP002496,Female,No,0,Graduate,No,3500.0,0.0,94.0,360.0,0.0,Semiurban,0.0,No Credit History,3500.0,94000.0,26.857142857142858,20.88888888888889,0
LP002523,Male,Yes,3+,Graduate,No,2773.0,1497.0,108.0,360.0,1.0,Semiurban,3.0,Has Credit History,4270.0,108000.0,25.292740046838407,20.493358633776094,1
LP002542,Male,Yes,0,Graduate,No,6500.0,0.0,144.0,360.0,1.0,Urban,0.0,Has Credit History,6500.0,144000.0,22.153846153846153,19.2,0
LP002550,Female,No,0,Graduate,No,5769.0,0.0,110.0,180.0,1.0,Semiurban,0.0,Has Credit History,5769.0,110000.0,19.06742936384122,16.25055399615896,0
LP002551,Male,Yes,3+,Not Graduate,No,3634.0,910.0,176.0,360.0,0.0,Semiurban,3.0,No Credit History,4544.0,176000.0,38.732394366197184,31.746031746031747,1
LP002553,Male,No,0,Graduate,No,29167.0,0.0,185.0,360.0,1.0,Semiurban,0.0,Has Credit History,29167.0,185000.0,6.3427846538896695,6.13252892233235,0
LP002554,Male,No,0,Graduate,No,2166.0,2057.0,122.0,360.0,1.0,Semiurban,0.0,Has Credit History,4223.0,122000.0,28.88941510774331,23.358223243346735,1
LP002561,Male,Yes,0,Graduate,No,5000.0,0.0,126.0,360.0,1.0,Rural,0.0,Has Credit History,5000.0,126000.0,25.2,21.0,0
LP002566,Female,No,0,Graduate,No,5530.0,0.0,135.0,360.0,,Urban,0.0,Unknown/Not on File,5530.0,135000.0,24.412296564195298,20.673813169984687,0
LP002568,Male,No,0,Not Graduate,No,9000.0,0.0,122.0,360.0,1.0,Rural,0.0,Has Credit History,9000.0,122000.0,13.555555555555555,12.2,0
LP002570,Female,Yes,2,Graduate,No,10000.0,11666.0,460.0,360.0,1.0,Urban,2.0,Has Credit History,21666.0,460000.0,21.231422505307854,20.294714550427955,1
LP002572,Male,Yes,1,Graduate,No,8750.0,0.0,297.0,360.0,1.0,Urban,1.0,Has Credit History,8750.0,297000.0,33.94285714285714,30.46153846153846,0
LP002581,Male,Yes,0,Not Graduate,No,2157.0,2730.0,140.0,360.0,,Rural,0.0,Unknown/Not on File,4887.0,140000.0,28.64743196234909,23.781212841854938,1
LP002584,Male,No,0,Graduate,No,1972.0,4347.0,106.0,360.0,1.0,Rural,0.0,Has Credit History,6319.0,106000.0,16.77480614021206,14.482852848749829,1
LP002592,Male,No,0,Graduate,No,4983.0,0.0,141.0,360.0,1.0,Urban,0.0,Has Credit History,4983.0,141000.0,28.296207104154124,23.56677252214608,0
LP002593,Male,Yes,1,Graduate,No,8333.0,4000.0,126.0,360.0,1.0,Urban,1.0,Has Credit History,12333.0,126000.0,10.216492337630747,9.450236255906397,1
LP002599,Male,Yes,0,Graduate,No,3667.0,2000.0,170.0,360.0,1.0,Semiurban,0.0,Has Credit History,5667.0,170000.0,29.99823539791777,25.498725063746814,1
LP002604,Male,Yes,2,Graduate,No,3166.0,2833.0,145.0,360.0,1.0,Urban,2.0,Has Credit History,5999.0,145000.0,24.17069511585264,20.71724532076011,1
LP002605,Male,No,0,Not Graduate,No,3271.0,0.0,90.0,360.0,1.0,Rural,0.0,Has Credit History,3271.0,90000.0,27.514521553041885,21.07234839616015,0
LP002609,Female,Yes,0,Graduate,No,2241.0,2000.0,88.0,360.0,0.0,Urban,0.0,No Credit History,4241.0,88000.0,20.749823154916292,16.79068879984736,1
LP002610,Male,Yes,1,Not Graduate,No,1792.0,2565.0,128.0,360.0,1.0,Urban,1.0,Has Credit History,4357.0,128000.0,29.37801239384898,23.893970505880155,1
LP002612,Female,Yes,0,Graduate,No,2666.0,0.0,84.0,480.0,1.0,Semiurban,0.0,Has Credit History,2666.0,84000.0,31.50787696924231,22.913256955810148,0
LP002614,Male,No,0,Graduate,No,6478.0,0.0,108.0,360.0,1.0,Semiurban,0.0,Has Credit History,6478.0,108000.0,16.67181228774313,14.442364268520995,0
LP002630,Male,No,0,Not Graduate,No,3808.0,0.0,83.0,360.0,1.0,Rural,0.0,Has Credit History,3808.0,83000.0,21.79621848739496,17.26289517470882,0
LP002635,Female,Yes,2,Not Graduate,No,3729.0,0.0,117.0,360.0,1.0,Semiurban,2.0,Has Credit History,3729.0,117000.0,31.375703942075624,24.74096003383379,0
LP002639,Male,Yes,2,Graduate,No,4120.0,0.0,128.0,360.0,1.0,Rural,2.0,Has Credit History,4120.0,128000.0,31.067961165048544,25.0,0
LP002644,Male,Yes,1,Graduate,Yes,7500.0,0.0,75.0,360.0,1.0,Urban,1.0,Has Credit History,7500.0,75000.0,10.0,8.823529411764707,0
LP002651,Male,Yes,1,Graduate,No,6300.0,0.0,125.0,360.0,0.0,Urban,1.0,No Credit History,6300.0,125000.0,19.841269841269842,17.123287671232877,0
LP002654,Female,No,0,Graduate,Yes,14987.0,0.0,177.0,360.0,1.0,Rural,,Has Credit History,14987.0,177000.0,11.810235537465804,11.071495590167011,0
LP002657,Male,Yes,1,Not Graduate,Yes,570.0,2125.0,68.0,360.0,1.0,Rural,1.0,Has Credit History,2695.0,68000.0,25.23191094619666,18.40324763193505,1
LP002711,Male,Yes,0,Graduate,No,2600.0,700.0,96.0,360.0,1.0,Semiurban,0.0,Has Credit History,3300.0,96000.0,29.09090909090909,22.325581395348838,1
LP002712,Male,No,2,Not Graduate,No,2733.0,1083.0,180.0,360.0,,Semiurban,2.0,Unknown/Not on File,3816.0,180000.0,47.16981132075472,37.37541528239203,1
LP002721,Male,Yes,2,Graduate,Yes,7500.0,0.0,183.0,360.0,1.0,Rural,2.0,Has Credit History,7500.0,183000.0,24.4,21.529411764705884,0
LP002735,Male,Yes,2,Not Graduate,No,3859.0,0.0,121.0,360.0,1.0,Rural,2.0,Has Credit History,3859.0,121000.0,31.355273386887795,24.902243259930028,0
LP002744,Male,Yes,1,Graduate,No,6825.0,0.0,162.0,360.0,1.0,Rural,1.0,Has Credit History,6825.0,162000.0,23.736263736263737,20.702875399361023,0
LP002745,Male,Yes,0,Graduate,No,3708.0,4700.0,132.0,360.0,1.0,Semiurban,0.0,Has Credit History,8408.0,132000.0,15.699333967649856,14.03061224489796,1
LP002746,Male,No,0,Graduate,No,5314.0,0.0,147.0,360.0,1.0,Urban,0.0,Has Credit History,5314.0,147000.0,27.66277756868649,23.28159645232816,0
LP002747,Female,No,3+,Graduate,No,2366.0,5272.0,153.0,360.0,0.0,Rural,3.0,No Credit History,7638.0,153000.0,20.031421838177533,17.7124334336652,1
LP002754,Male,No,0,Graduate,No,2066.0,2108.0,104.0,84.0,1.0,Urban,,Has Credit History,4174.0,104000.0,24.916147580258745,20.100502512562812,1
LP002759,Male,Yes,2,Graduate,No,5000.0,0.0,149.0,360.0,1.0,Rural,2.0,Has Credit History,5000.0,149000.0,29.8,24.833333333333332,0
LP002760,Female,No,0,Graduate,No,3767.0,0.0,134.0,300.0,1.0,Urban,0.0,Has Credit History,3767.0,134000.0,35.5720732678524,28.10992238305014,0
LP002766,Female,Yes,0,Graduate,No,7859.0,879.0,165.0,180.0,1.0,Semiurban,0.0,Has Credit History,8738.0,165000.0,18.883039597161822,16.943930991990143,1
LP002769,Female,Yes,0,Graduate,No,4283.0,0.0,120.0,360.0,1.0,Rural,0.0,Has Credit History,4283.0,120000.0,28.017744571561987,22.714366837024418,0
LP002774,Male,Yes,0,Not Graduate,No,1700.0,2900.0,67.0,360.0,0.0,Urban,0.0,No Credit History,4600.0,67000.0,14.565217391304348,11.964285714285715,1
LP002775,Male,No,0,Not Graduate,No,4768.0,0.0,125.0,360.0,1.0,Rural,0.0,Has Credit History,4768.0,125000.0,26.216442953020135,21.671289875173372,0
LP002781,Male,No,0,Graduate,No,3083.0,2738.0,120.0,360.0,1.0,Urban,0.0,Has Credit History,5821.0,120000.0,20.61501460230201,17.592728338953233,1
