Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Dependents_numeric,Credit_History_Status,TotalIncome,LoanAmount_Actual,Loan_to_Income_Ratio
LP002027,Male,Yes,0,Graduate,No,4334.0,2945.0,165.0,360.0,1.0,Semiurban,0.0,Has Credit History,7279.0,165000.0,22.667948894078858
LP002028,Male,Yes,2,Graduate,No,4358.0,0.0,110.0,360.0,1.0,Urban,2.0,Has Credit History,4358.0,110000.0,25.24093620927031
LP002042,Female,Yes,1,Graduate,No,4000.0,3917.0,173.0,360.0,1.0,Rural,1.0,Has Credit History,7917.0,173000.0,21.85171150688392
LP002045,Male,Yes,3+,Graduate,No,10166.0,750.0,150.0,360.0,1.0,Urban,3.0,Has Credit History,10916.0,150000.0,13.741297178453646
LP002046,Male,Yes,0,Not Graduate,No,4483.0,0.0,135.0,360.0,,Semiurban,0.0,Unknown/Not on File,4483.0,135000.0,30.113763105063573
LP002047,Male,Yes,2,Not Graduate,No,4521.0,1184.0,150.0,360.0,1.0,Semiurban,2.0,Has Credit History,5705.0,150000.0,26.292725679228745
LP002056,Male,Yes,2,Graduate,No,9167.0,0.0,235.0,360.0,1.0,Semiurban,2.0,Has Credit History,9167.0,235000.0,25.63543143885677
LP002057,Male,Yes,0,Not Graduate,No,13083.0,0.0,126.0,360.0,1.0,Rural,0.0,Has Credit History,13083.0,126000.0,9.630818619582664
LP002059,Male,Yes,2,Graduate,No,7874.0,3967.0,336.0,360.0,1.0,Rural,2.0,Has Credit History,11841.0,336000.0,28.375981758297442
LP002062,Female,Yes,1,Graduate,No,4333.0,0.0,132.0,84.0,1.0,Rural,1.0,Has Credit History,4333.0,132000.0,30.46388183706439
LP002064,Male,No,0,Graduate,No,4083.0,0.0,96.0,360.0,1.0,Urban,0.0,Has Credit History,4083.0,96000.0,23.512123438648054
LP002069,Male,Yes,2,Not Graduate,No,3785.0,2912.0,180.0,360.0,0.0,Rural,2.0,No Credit History,6697.0,180000.0,26.877706435717485
LP002070,Male,Yes,3+,Not Graduate,No,2654.0,1998.0,128.0,360.0,0.0,Rural,3.0,No Credit History,4652.0,128000.0,27.515047291487534
LP002077,Male,Yes,1,Graduate,No,10000.0,2690.0,412.0,360.0,1.0,Semiurban,1.0,Has Credit History,12690.0,412000.0,32.46650906225374
LP002083,Male,No,0,Graduate,Yes,5833.0,0.0,116.0,360.0,1.0,Urban,0.0,Has Credit History,5833.0,116000.0,19.886850677181553
LP002090,Male,Yes,1,Graduate,No,4796.0,0.0,114.0,360.0,0.0,Semiurban,1.0,No Credit History,4796.0,114000.0,23.769808173477898
LP002096,Male,Yes,0,Not Graduate,No,2000.0,1600.0,115.0,360.0,1.0,Rural,0.0,Has Credit History,3600.0,115000.0,31.944444444444443
LP002099,Male,Yes,2,Graduate,No,2540.0,700.0,104.0,360.0,0.0,Urban,2.0,No Credit History,3240.0,104000.0,32.098765432098766
LP002102,Male,Yes,0,Graduate,Yes,1900.0,1442.0,88.0,360.0,1.0,Rural,0.0,Has Credit History,3342.0,88000.0,26.33153800119689
LP002105,Male,Yes,0,Graduate,Yes,8706.0,0.0,108.0,480.0,1.0,Rural,0.0,Has Credit History,8706.0,108000.0,12.405237767057201
LP002107,Male,Yes,3+,Not Graduate,No,2855.0,542.0,90.0,360.0,1.0,Urban,3.0,Has Credit History,3397.0,90000.0,26.493965263467764
LP002111,Male,Yes,0,Graduate,No,3016.0,1300.0,100.0,360.0,,Urban,0.0,Unknown/Not on File,4316.0,100000.0,23.169601482854496
LP002117,Female,Yes,0,Graduate,No,3159.0,2374.0,108.0,360.0,1.0,Semiurban,0.0,Has Credit History,5533.0,108000.0,19.519248147478763
LP002118,Female,No,0,Graduate,No,1937.0,1152.0,78.0,360.0,1.0,Semiurban,0.0,Has Credit History,3089.0,78000.0,25.250890255746196
LP002123,Male,Yes,0,Graduate,No,2613.0,2417.0,123.0,360.0,1.0,Semiurban,0.0,Has Credit History,5030.0,123000.0,24.45328031809145
LP002125,Male,Yes,1,Graduate,No,4960.0,2600.0,187.0,360.0,1.0,Semiurban,1.0,Has Credit History,7560.0,187000.0,24.735449735449734
LP002148,Male,Yes,1,Graduate,No,3074.0,1083.0,146.0,360.0,1.0,Semiurban,1.0,Has Credit History,4157.0,146000.0,35.12148183786385
LP002152,Female,No,0,Graduate,No,4213.0,0.0,80.0,360.0,1.0,Urban,0.0,Has Credit History,4213.0,80000.0,18.988844054118207
LP002165,Male,No,1,Not Graduate,No,2038.0,4027.0,100.0,360.0,1.0,Rural,1.0,Has Credit History,6065.0,100000.0,16.488046166529266
LP002167,Female,No,0,Graduate,No,2362.0,0.0,55.0,360.0,1.0,Urban,0.0,Has Credit History,2362.0,55000.0,23.285351397121083
LP002168,Male,No,0,Graduate,No,5333.0,2400.0,200.0,360.0,0.0,Rural,0.0,No Credit History,7733.0,200000.0,25.8631837579206
LP002172,Male,Yes,3+,Graduate,Yes,5384.0,0.0,150.0,360.0,1.0,Semiurban,3.0,Has Credit History,5384.0,150000.0,27.86032689450223
LP002176,Male,No,0,Graduate,No,5708.0,0.0,150.0,360.0,1.0,Rural,0.0,Has Credit History,5708.0,150000.0,26.278906797477227
LP002183,Male,Yes,0,Not Graduate,No,3754.0,3719.0,118.0,360.0,1.0,Rural,0.0,Has Credit History,7473.0,118000.0,15.790177974039876
LP002184,Male,Yes,0,Not Graduate,No,2914.0,2130.0,150.0,300.0,1.0,Urban,0.0,Has Credit History,5044.0,150000.0,29.738302934179224
LP002186,Male,Yes,0,Not Graduate,No,2747.0,2458.0,118.0,36.0,1.0,Semiurban,0.0,Has Credit History,5205.0,118000.0,22.67050912584054
LP002192,Male,Yes,0,Graduate,No,7830.0,2183.0,212.0,360.0,1.0,Rural,0.0,Has Credit History,10013.0,212000.0,21.17247578148407
LP002195,Male,Yes,1,Graduate,Yes,3507.0,3148.0,212.0,360.0,1.0,Rural,1.0,Has Credit History,6655.0,212000.0,31.8557475582269
LP002208,Male,Yes,1,Graduate,No,3747.0,2139.0,125.0,360.0,1.0,Urban,1.0,Has Credit History,5886.0,125000.0,21.236833163438668
LP002212,Male,Yes,0,Graduate,No,2166.0,2166.0,108.0,360.0,,Urban,0.0,Unknown/Not on File,4332.0,108000.0,24.930747922437675
LP002240,Male,Yes,0,Not Graduate,No,3500.0,2168.0,149.0,360.0,1.0,Rural,0.0,Has Credit History,5668.0,149000.0,26.287932251235002
LP002245,Male,Yes,2,Not Graduate,No,2896.0,0.0,80.0,480.0,1.0,Urban,2.0,Has Credit History,2896.0,80000.0,27.624309392265193
LP002253,Female,No,1,Graduate,No,5062.0,0.0,152.0,300.0,1.0,Rural,1.0,Has Credit History,5062.0,152000.0,30.0276570525484
LP002256,Female,No,2,Graduate,Yes,5184.0,0.0,187.0,360.0,0.0,Semiurban,2.0,No Credit History,5184.0,187000.0,36.07253086419753
LP002257,Female,No,0,Graduate,No,2545.0,0.0,74.0,360.0,1.0,Urban,0.0,Has Credit History,2545.0,74000.0,29.076620825147348
LP002264,Male,Yes,0,Graduate,No,2553.0,1768.0,102.0,360.0,1.0,Urban,0.0,Has Credit History,4321.0,102000.0,23.605646841009026
LP002270,Male,Yes,1,Graduate,No,3436.0,3809.0,100.0,360.0,1.0,Rural,1.0,Has Credit History,7245.0,100000.0,13.802622498274673
LP002279,Male,No,0,Graduate,No,2412.0,2755.0,130.0,360.0,1.0,Rural,0.0,Has Credit History,5167.0,130000.0,25.159667118250436
LP002286,Male,Yes,3+,Not Graduate,No,5180.0,0.0,125.0,360.0,0.0,Urban,3.0,No Credit History,5180.0,125000.0,24.131274131274132
LP002294,Male,No,0,Graduate,No,14911.0,14507.0,130.0,360.0,1.0,Semiurban,0.0,Has Credit History,29418.0,130000.0,4.419063158610375
LP002298,Male,No,0,Graduate,Yes,2860.0,2988.0,138.0,360.0,1.0,Urban,0.0,Has Credit History,5848.0,138000.0,23.59781121751026
LP002306,Male,Yes,0,Graduate,No,1173.0,1594.0,28.0,180.0,1.0,Rural,0.0,Has Credit History,2767.0,28000.0,10.119262739428985
LP002310,Female,No,1,Graduate,No,7600.0,0.0,92.0,360.0,1.0,Semiurban,1.0,Has Credit History,7600.0,92000.0,12.105263157894736
LP002311,Female,Yes,0,Graduate,No,2157.0,1788.0,104.0,360.0,1.0,Urban,0.0,Has Credit History,3945.0,104000.0,26.362484157160964
LP002316,Male,No,0,Graduate,No,2231.0,2774.0,176.0,360.0,0.0,Urban,0.0,No Credit History,5005.0,176000.0,35.16483516483517
LP002321,Female,No,0,Graduate,No,2274.0,5211.0,117.0,360.0,0.0,Semiurban,0.0,No Credit History,7485.0,117000.0,15.6312625250501
LP002325,Male,Yes,2,Not Graduate,No,6166.0,13983.0,102.0,360.0,1.0,Rural,2.0,Has Credit History,20149.0,102000.0,5.062285969527023
LP002326,Male,Yes,2,Not Graduate,No,2513.0,1110.0,107.0,360.0,1.0,Semiurban,2.0,Has Credit History,3623.0,107000.0,29.533535743858682
LP002329,Male,No,0,Graduate,No,4333.0,0.0,66.0,480.0,1.0,Urban,0.0,Has Credit History,4333.0,66000.0,15.231940918532194
LP002333,Male,No,0,Not Graduate,No,3844.0,0.0,105.0,360.0,1.0,Urban,0.0,Has Credit History,3844.0,105000.0,27.315296566077002
LP002339,Male,Yes,0,Graduate,No,3887.0,1517.0,105.0,360.0,0.0,Semiurban,0.0,No Credit History,5404.0,105000.0,19.430051813471504
LP002344,Male,Yes,0,Graduate,No,3510.0,828.0,105.0,360.0,1.0,Semiurban,0.0,Has Credit History,4338.0,105000.0,24.20470262793914
LP002346,Male,Yes,0,Graduate,No,2539.0,1704.0,125.0,360.0,0.0,Rural,0.0,No Credit History,4243.0,125000.0,29.460287532406316
LP002354,Female,No,0,Not Graduate,No,2107.0,0.0,64.0,360.0,1.0,Semiurban,0.0,Has Credit History,2107.0,64000.0,30.374940673943996
LP002355,Male,Yes,0,Graduate,No,3186.0,3145.0,150.0,180.0,0.0,Semiurban,0.0,No Credit History,6331.0,150000.0,23.692939504027798
LP002358,Male,Yes,2,Graduate,Yes,5000.0,2166.0,150.0,360.0,1.0,Urban,2.0,Has Credit History,7166.0,150000.0,20.932179737650014
LP002360,Male,Yes,0,Graduate,No,10000.0,0.0,126.0,360.0,1.0,Urban,0.0,Has Credit History,10000.0,126000.0,12.6
LP002375,Male,Yes,0,Not Graduate,Yes,3943.0,0.0,64.0,360.0,1.0,Semiurban,0.0,Has Credit History,3943.0,64000.0,16.23129596753741
LP002376,Male,No,0,Graduate,No,2925.0,0.0,40.0,180.0,1.0,Rural,0.0,Has Credit History,2925.0,40000.0,13.675213675213675
LP002383,Male,Yes,3+,Graduate,No,3242.0,437.0,142.0,480.0,0.0,Urban,3.0,No Credit History,3679.0,142000.0,38.59744495786899
LP002385,Male,Yes,0,Graduate,No,3863.0,0.0,70.0,300.0,1.0,Semiurban,0.0,Has Credit History,3863.0,70000.0,18.12063163344551
LP002389,Female,No,1,Graduate,No,4028.0,0.0,131.0,360.0,1.0,Semiurban,1.0,Has Credit History,4028.0,131000.0,32.522343594836144
LP002394,Male,Yes,2,Graduate,No,4010.0,1025.0,120.0,360.0,1.0,Urban,2.0,Has Credit History,5035.0,120000.0,23.833167825223438
LP002397,Female,Yes,1,Graduate,No,3719.0,1585.0,114.0,360.0,1.0,Urban,1.0,Has Credit History,5304.0,114000.0,21.493212669683256
LP002399,Male,No,0,Graduate,No,2858.0,0.0,123.0,360.0,0.0,Rural,0.0,No Credit History,2858.0,123000.0,43.037088873338
LP002400,Female,Yes,0,Graduate,No,3833.0,0.0,92.0,360.0,1.0,Rural,0.0,Has Credit History,3833.0,92000.0,24.002087138012
LP002402,Male,Yes,0,Graduate,No,3333.0,4288.0,160.0,360.0,1.0,Urban,0.0,Has Credit History,7621.0,160000.0,20.994620128592047
LP002412,Male,Yes,0,Graduate,No,3007.0,3725.0,151.0,360.0,1.0,Rural,0.0,Has Credit History,6732.0,151000.0,22.430184194890078
LP002415,Female,No,1,Graduate,No,1850.0,4583.0,81.0,360.0,,Rural,1.0,Unknown/Not on File,6433.0,81000.0,12.591325975439142
LP002417,Male,Yes,3+,Not Graduate,No,2792.0,2619.0,171.0,360.0,1.0,Semiurban,3.0,Has Credit History,5411.0,171000.0,31.60229162816485
LP002420,Male,Yes,0,Graduate,No,2982.0,1550.0,110.0,360.0,1.0,Semiurban,0.0,Has Credit History,4532.0,110000.0,24.271844660194176
LP002425,Male,No,0,Graduate,No,3417.0,738.0,100.0,360.0,,Rural,0.0,Unknown/Not on File,4155.0,100000.0,24.067388688327316
LP002433,Male,Yes,1,Graduate,No,18840.0,0.0,234.0,360.0,1.0,Rural,1.0,Has Credit History,18840.0,234000.0,12.420382165605096
LP002440,Male,Yes,2,Graduate,No,2995.0,1120.0,184.0,360.0,1.0,Rural,2.0,Has Credit History,4115.0,184000.0,44.71445929526124
LP002441,Male,No,0,Graduate,No,3579.0,3308.0,138.0,360.0,,Semiurban,0.0,Unknown/Not on File,6887.0,138000.0,20.03775228691738
LP002442,Female,Yes,1,Not Graduate,No,3835.0,1400.0,112.0,480.0,0.0,Urban,1.0,No Credit History,5235.0,112000.0,21.39446036294174
LP002445,Female,No,1,Not Graduate,No,3854.0,3575.0,117.0,360.0,1.0,Rural,1.0,Has Credit History,7429.0,117000.0,15.749091398573158
LP002450,Male,Yes,2,Graduate,No,5833.0,750.0,49.0,360.0,0.0,Rural,2.0,No Credit History,6583.0,49000.0,7.4434148564484275
LP002471,Male,No,0,Graduate,No,3508.0,0.0,99.0,360.0,1.0,Rural,0.0,Has Credit History,3508.0,99000.0,28.2212086659065
LP002476,Female,Yes,3+,Not Graduate,No,1635.0,2444.0,99.0,360.0,1.0,Urban,3.0,Has Credit History,4079.0,99000.0,24.270654572199067
LP002482,Female,No,0,Graduate,Yes,3333.0,3916.0,212.0,360.0,1.0,Rural,0.0,Has Credit History,7249.0,212000.0,29.245413160435923
LP002485,Male,No,1,Graduate,No,24797.0,0.0,240.0,360.0,1.0,Semiurban,1.0,Has Credit History,24797.0,240000.0,9.67859015203452
LP002495,Male,Yes,2,Graduate,No,5667.0,440.0,130.0,360.0,0.0,Semiurban,2.0,No Credit History,6107.0,130000.0,21.287047650237433
LP002496,Female,No,0,Graduate,No,3500.0,0.0,94.0,360.0,0.0,Semiurban,0.0,No Credit History,3500.0,94000.0,26.857142857142858
LP002523,Male,Yes,3+,Graduate,No,2773.0,1497.0,108.0,360.0,1.0,Semiurban,3.0,Has Credit History,4270.0,108000.0,25.292740046838407
LP002542,Male,Yes,0,Graduate,No,6500.0,0.0,144.0,360.0,1.0,Urban,0.0,Has Credit History,6500.0,144000.0,22.153846153846153
LP002550,Female,No,0,Graduate,No,5769.0,0.0,110.0,180.0,1.0,Semiurban,0.0,Has Credit History,5769.0,110000.0,19.06742936384122
LP002551,Male,Yes,3+,Not Graduate,No,3634.0,910.0,176.0,360.0,0.0,Semiurban,3.0,No Credit History,4544.0,176000.0,38.732394366197184
LP002553,Male,No,0,Graduate,No,29167.0,0.0,185.0,360.0,1.0,Semiurban,0.0,Has Credit History,29167.0,185000.0,6.3427846538896695
LP002554,Male,No,0,Graduate,No,2166.0,2057.0,122.0,360.0,1.0,Semiurban,0.0,Has Credit History,4223.0,122000.0,28.88941510774331
LP002561,Male,Yes,0,Graduate,No,5000.0,0.0,126.0,360.0,1.0,Rural,0.0,Has Credit History,5000.0,126000.0,25.2
LP002566,Female,No,0,Graduate,No,5530.0,0.0,135.0,360.0,,Urban,0.0,Unknown/Not on File,5530.0,135000.0,24.412296564195298
LP002568,Male,No,0,Not Graduate,No,9000.0,0.0,122.0,360.0,1.0,Rural,0.0,Has Credit History,9000.0,122000.0,13.555555555555555
LP002570,Female,Yes,2,Graduate,No,10000.0,11666.0,460.0,360.0,1.0,Urban,2.0,Has Credit History,21666.0,460000.0,21.231422505307854
LP002572,Male,Yes,1,Graduate,No,8750.0,0.0,297.0,360.0,1.0,Urban,1.0,Has Credit History,8750.0,297000.0,33.94285714285714
LP002581,Male,Yes,0,Not Graduate,No,2157.0,2730.0,140.0,360.0,,Rural,0.0,Unknown/Not on File,4887.0,140000.0,28.64743196234909
LP002584,Male,No,0,Graduate,No,1972.0,4347.0,106.0,360.0,1.0,Rural,0.0,Has Credit History,6319.0,106000.0,16.77480614021206
LP002592,Male,No,0,Graduate,No,4983.0,0.0,141.0,360.0,1.0,Urban,0.0,Has Credit History,4983.0,141000.0,28.296207104154124
LP002593,Male,Yes,1,Graduate,No,8333.0,4000.0,126.0,360.0,1.0,Urban,1.0,Has Credit History,12333.0,126000.0,10.216492337630747
LP002599,Male,Yes,0,Graduate,No,3667.0,2000.0,170.0,360.0,1.0,Semiurban,0.0,Has Credit History,5667.0,170000.0,29.99823539791777
LP002604,Male,Yes,2,Graduate,No,3166.0,2833.0,145.0,360.0,1.0,Urban,2.0,Has Credit History,5999.0,145000.0,24.17069511585264
LP002605,Male,No,0,Not Graduate,No,3271.0,0.0,90.0,360.0,1.0,Rural,0.0,Has Credit History,3271.0,90000.0,27.514521553041885
LP002609,Female,Yes,0,Graduate,No,2241.0,2000.0,88.0,360.0,0.0,Urban,0.0,No Credit History,4241.0,88000.0,20.749823154916292
LP002610,Male,Yes,1,Not Graduate,No,1792.0,2565.0,128.0,360.0,1.0,Urban,1.0,Has Credit History,4357.0,128000.0,29.37801239384898
LP002612,Female,Yes,0,Graduate,No,2666.0,0.0,84.0,480.0,1.0,Semiurban,0.0,Has Credit History,2666.0,84000.0,31.50787696924231
LP002614,Male,No,0,Graduate,No,6478.0,0.0,108.0,360.0,1.0,Semiurban,0.0,Has Credit History,6478.0,108000.0,16.67181228774313
LP002630,Male,No,0,Not Graduate,No,3808.0,0.0,83.0,360.0,1.0,Rural,0.0,Has Credit History,3808.0,83000.0,21.79621848739496
LP002635,Female,Yes,2,Not Graduate,No,3729.0,0.0,117.0,360.0,1.0,Semiurban,2.0,Has Credit History,3729.0,117000.0,31.375703942075624
LP002639,Male,Yes,2,Graduate,No,4120.0,0.0,128.0,360.0,1.0,Rural,2.0,Has Credit History,4120.0,128000.0,31.067961165048544
LP002644,Male,Yes,1,Graduate,Yes,7500.0,0.0,75.0,360.0,1.0,Urban,1.0,Has Credit History,7500.0,75000.0,10.0
LP002651,Male,Yes,1,Graduate,No,6300.0,0.0,125.0,360.0,0.0,Urban,1.0,No Credit History,6300.0,125000.0,19.841269841269842
LP002654,Female,No,0,Graduate,Yes,14987.0,0.0,177.0,360.0,1.0,Rural,0.0,Has Credit History,14987.0,177000.0,11.810235537465804
LP002657,Male,Yes,1,Not Graduate,Yes,570.0,2125.0,68.0,360.0,1.0,Rural,1.0,Has Credit History,2695.0,68000.0,25.23191094619666
LP002711,Male,Yes,0,Graduate,No,2600.0,700.0,96.0,360.0,1.0,Semiurban,0.0,Has Credit History,3300.0,96000.0,29.09090909090909
LP002712,Male,No,2,Not Graduate,No,2733.0,1083.0,180.0,360.0,,Semiurban,2.0,Unknown/Not on File,3816.0,180000.0,47.16981132075472
LP002721,Male,Yes,2,Graduate,Yes,7500.0,0.0,183.0,360.0,1.0,Rural,2.0,Has Credit History,7500.0,183000.0,24.4
LP002735,Male,Yes,2,Not Graduate,No,3859.0,0.0,121.0,360.0,1.0,Rural,2.0,Has Credit History,3859.0,121000.0,31.355273386887795
LP002744,Male,Yes,1,Graduate,No,6825.0,0.0,162.0,360.0,1.0,Rural,1.0,Has Credit History,6825.0,162000.0,23.736263736263737
LP002745,Male,Yes,0,Graduate,No,3708.0,4700.0,132.0,360.0,1.0,Semiurban,0.0,Has Credit History,8408.0,132000.0,15.699333967649856
LP002746,Male,No,0,Graduate,No,5314.0,0.0,147.0,360.0,1.0,Urban,0.0,Has Credit History,5314.0,147000.0,27.66277756868649
LP002747,Female,No,3+,Graduate,No,2366.0,5272.0,153.0,360.0,0.0,Rural,3.0,No Credit History,7638.0,153000.0,20.031421838177533
LP002754,Male,No,0,Graduate,No,2066.0,2108.0,104.0,84.0,1.0,Urban,0.0,Has Credit History,4174.0,104000.0,24.916147580258745
LP002759,Male,Yes,2,Graduate,No,5000.0,0.0,149.0,360.0,1.0,Rural,2.0,Has Credit History,5000.0,149000.0,29.8
LP002760,Female,No,0,Graduate,No,3767.0,0.0,134.0,300.0,1.0,Urban,0.0,Has Credit History,3767.0,134000.0,35.5720732678524
LP002766,Female,Yes,0,Graduate,No,7859.0,879.0,165.0,180.0,1.0,Semiurban,0.0,Has Credit History,8738.0,165000.0,18.883039597161822
LP002769,Female,Yes,0,Graduate,No,4283.0,0.0,120.0,360.0,1.0,Rural,0.0,Has Credit History,4283.0,120000.0,28.017744571561987
LP002774,Male,Yes,0,Not Graduate,No,1700.0,2900.0,67.0,360.0,0.0,Urban,0.0,No Credit History,4600.0,67000.0,14.565217391304348
LP002775,Male,No,0,Not Graduate,No,4768.0,0.0,125.0,360.0,1.0,Rural,0.0,Has Credit History,4768.0,125000.0,26.216442953020135
LP002781,Male,No,0,Graduate,No,3083.0,2738.0,120.0,360.0,1.0,Urban,0.0,Has Credit History,5821.0,120000.0,20.61501460230201
LP002782,Male,Yes,1,Graduate,No,2667.0,1542.0,148.0,360.0,1.0,Rural,1.0,Has Credit History,4209.0,148000.0,35.16274649560466
LP002786,Female,Yes,0,Not Graduate,No,1647.0,1762.0,181.0,360.0,1.0,Urban,0.0,Has Credit History,3409.0,181000.0,53.09474919331182
LP002790,Male,Yes,3+,Graduate,No,3400.0,0.0,80.0,120.0,1.0,Urban,3.0,Has Credit History,3400.0,80000.0,23.529411764705884
LP002791,Male,No,1,Graduate,No,16000.0,5000.0,40.0,360.0,1.0,Semiurban,1.0,Has Credit History,21000.0,40000.0,1.9047619047619047
LP002793,Male,Yes,0,Graduate,No,5333.0,0.0,90.0,360.0,1.0,Rural,0.0,Has Credit History,5333.0,90000.0,16.87605475342209
LP002802,Male,No,0,Graduate,No,2875.0,2416.0,95.0,6.0,0.0,Semiurban,0.0,No Credit History,5291.0,95000.0,17.955017955017954
LP002803,Male,Yes,1,Not Graduate,No,2600.0,618.0,122.0,360.0,1.0,Semiurban,1.0,Has Credit History,3218.0,122000.0,37.91174642635177
LP002805,Male,Yes,2,Graduate,No,5041.0,700.0,150.0,360.0,1.0,Urban,2.0,Has Credit History,5741.0,150000.0,26.127852290541718
LP002806,Male,Yes,3+,Graduate,Yes,6958.0,1411.0,150.0,360.0,1.0,Rural,3.0,Has Credit History,8369.0,150000.0,17.92328832596487
LP002816,Male,Yes,1,Graduate,No,3500.0,1658.0,104.0,360.0,,Semiurban,1.0,Unknown/Not on File,5158.0,104000.0,20.16285381930981
LP002823,Male,Yes,0,Graduate,No,5509.0,0.0,143.0,360.0,1.0,Rural,0.0,Has Credit History,5509.0,143000.0,25.957524051552006
LP002825,Male,Yes,3+,Graduate,No,9699.0,0.0,300.0,360.0,1.0,Urban,3.0,Has Credit History,9699.0,300000.0,30.931023816888338
LP002826,Female,Yes,1,Not Graduate,No,3621.0,2717.0,171.0,360.0,1.0,Urban,1.0,Has Credit History,6338.0,171000.0,26.980119911644053
LP002843,Female,Yes,0,Graduate,No,4709.0,0.0,113.0,360.0,1.0,Semiurban,0.0,Has Credit History,4709.0,113000.0,23.996602251008706
LP002849,Male,Yes,0,Graduate,No,1516.0,1951.0,35.0,360.0,1.0,Semiurban,0.0,Has Credit History,3467.0,35000.0,10.09518315546582
LP002850,Male,No,2,Graduate,No,2400.0,0.0,46.0,360.0,1.0,Urban,2.0,Has Credit History,2400.0,46000.0,19.166666666666668
LP002853,Female,No,0,Not Graduate,No,3015.0,2000.0,145.0,360.0,,Urban,0.0,Unknown/Not on File,5015.0,145000.0,28.913260219341975
LP002856,Male,Yes,0,Graduate,No,2292.0,1558.0,119.0,360.0,1.0,Urban,0.0,Has Credit History,3850.0,119000.0,30.90909090909091
LP002857,Male,Yes,1,Graduate,Yes,2360.0,3355.0,87.0,240.0,1.0,Rural,1.0,Has Credit History,5715.0,87000.0,15.223097112860893
LP002858,Female,No,0,Graduate,No,4333.0,2333.0,162.0,360.0,0.0,Rural,0.0,No Credit History,6666.0,162000.0,24.302430243024304
LP002860,Male,Yes,0,Graduate,Yes,2623.0,4831.0,122.0,180.0,1.0,Semiurban,0.0,Has Credit History,7454.0,122000.0,16.367051247652267
LP002867,Male,No,0,Graduate,Yes,3972.0,4275.0,187.0,360.0,1.0,Rural,0.0,Has Credit History,8247.0,187000.0,22.674912089244575
LP002869,Male,Yes,3+,Not Graduate,No,3522.0,0.0,81.0,180.0,1.0,Rural,3.0,Has Credit History,3522.0,81000.0,22.998296422487222
LP002870,Male,Yes,1,Graduate,No,4700.0,0.0,80.0,360.0,1.0,Urban,1.0,Has Credit History,4700.0,80000.0,17.02127659574468
LP002876,Male,No,0,Graduate,No,6858.0,0.0,176.0,360.0,1.0,Rural,0.0,Has Credit History,6858.0,176000.0,25.663458734324877
LP002878,Male,Yes,3+,Graduate,No,8334.0,0.0,260.0,360.0,1.0,Urban,3.0,Has Credit History,8334.0,260000.0,31.197504199664028
LP002879,Male,Yes,0,Graduate,No,3391.0,1966.0,133.0,360.0,0.0,Rural,0.0,No Credit History,5357.0,133000.0,24.8273287287661
LP002885,Male,No,0,Not Graduate,No,2868.0,0.0,70.0,360.0,1.0,Urban,0.0,Has Credit History,2868.0,70000.0,24.407252440725244
LP002890,Male,Yes,2,Not Graduate,No,3418.0,1380.0,135.0,360.0,1.0,Urban,2.0,Has Credit History,4798.0,135000.0,28.136723634847854
LP002891,Male,Yes,0,Graduate,Yes,2500.0,296.0,137.0,300.0,1.0,Rural,0.0,Has Credit History,2796.0,137000.0,48.99856938483548
LP002899,Male,Yes,2,Graduate,No,8667.0,0.0,254.0,360.0,1.0,Rural,2.0,Has Credit History,8667.0,254000.0,29.306565132110304
LP002901,Male,No,0,Graduate,No,2283.0,15000.0,106.0,360.0,,Rural,0.0,Unknown/Not on File,17283.0,106000.0,6.133194468552913
LP002907,Male,Yes,0,Graduate,No,5817.0,910.0,109.0,360.0,1.0,Urban,0.0,Has Credit History,6727.0,109000.0,16.203359595659283
LP002920,Male,Yes,0,Graduate,No,5119.0,3769.0,120.0,360.0,1.0,Rural,0.0,Has Credit History,8888.0,120000.0,13.501350135013501
LP002921,Male,Yes,3+,Not Graduate,No,5316.0,187.0,158.0,180.0,0.0,Semiurban,3.0,No Credit History,5503.0,158000.0,28.711611848082864
LP002932,Male,Yes,3+,Graduate,No,7603.0,1213.0,197.0,360.0,1.0,Urban,3.0,Has Credit History,8816.0,197000.0,22.34573502722323
LP002935,Male,Yes,1,Graduate,No,3791.0,1936.0,85.0,360.0,1.0,Urban,1.0,Has Credit History,5727.0,85000.0,14.841976602060415
LP002952,Male,No,0,Graduate,No,2500.0,0.0,60.0,360.0,1.0,Urban,0.0,Has Credit History,2500.0,60000.0,24.0
LP002954,Male,Yes,2,Not Graduate,No,3132.0,0.0,76.0,360.0,,Rural,2.0,Unknown/Not on File,3132.0,76000.0,24.26564495530013
LP002962,Male,No,0,Graduate,No,4000.0,2667.0,152.0,360.0,1.0,Semiurban,0.0,Has Credit History,6667.0,152000.0,22.79886005699715
LP002965,Female,Yes,0,Graduate,No,8550.0,4255.0,96.0,360.0,,Urban,0.0,Unknown/Not on File,12805.0,96000.0,7.4970714564623195
LP002969,Male,Yes,1,Graduate,No,2269.0,2167.0,99.0,360.0,1.0,Semiurban,1.0,Has Credit History,4436.0,99000.0,22.31740306582507
LP002971,Male,Yes,3+,Not Graduate,Yes,4009.0,1777.0,113.0,360.0,1.0,Urban,3.0,Has Credit History,5786.0,113000.0,19.529899758036642
