Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Dependents_numeric,Credit_History_Status,TotalIncome,LoanAmount_Actual,Loan_to_Income_Ratio,Score_CreditHistory,Score_LoanToIncome,Score_Employment,Score_Stability,Approval_Likelihood_Score,Likelihood_Band
LP001831,Male,Yes,0,Graduate,No,2783.0,1456.0,113.0,360.0,1.0,Urban,0.0,Has Credit History,4239.0,113000.0,26.65723047888653,40,10,10,20,84.2,High
LP001842,Male,No,0,Graduate,No,5000.0,0.0,148.0,360.0,1.0,Rural,0.0,Has Credit History,5000.0,148000.0,29.6,40,10,10,17,81.1,High
LP001853,Male,Yes,1,Not Graduate,No,2463.0,2360.0,117.0,360.0,0.0,Urban,1.0,No Credit History,4823.0,117000.0,24.258760107816713,8,18,10,14,52.6,Medium
LP001855,Male,Yes,2,Graduate,No,4855.0,0.0,72.0,360.0,1.0,Rural,2.0,Has Credit History,4855.0,72000.0,14.83007209062822,40,25,10,17,96.8,High
LP001857,Male,No,0,Not Graduate,Yes,1599.0,2474.0,125.0,300.0,1.0,Semiurban,0.0,Has Credit History,4073.0,125000.0,30.689909157868893,40,10,6,12,71.6,High
LP001862,Male,Yes,2,Graduate,Yes,4246.0,4246.0,214.0,360.0,1.0,Urban,2.0,Has Credit History,8492.0,214000.0,25.20018841262365,40,18,6,17,85.3,High
LP001867,Male,Yes,0,Graduate,No,4333.0,2291.0,133.0,350.0,1.0,Rural,0.0,Has Credit History,6624.0,133000.0,20.07850241545894,40,18,10,18,90.5,High
LP001878,Male,No,1,Graduate,No,5823.0,2529.0,187.0,360.0,1.0,Semiurban,1.0,Has Credit History,8352.0,187000.0,22.38984674329502,40,18,10,14,86.3,High
LP001881,Male,Yes,0,Not Graduate,No,7895.0,0.0,143.0,360.0,1.0,Rural,0.0,Has Credit History,7895.0,143000.0,18.11272957568081,40,18,10,17,89.5,High
LP001886,Male,No,0,Graduate,No,4150.0,4256.0,209.0,360.0,1.0,Rural,0.0,Has Credit History,8406.0,209000.0,24.86319295741137,40,18,10,17,89.5,High
LP001906,Male,No,0,Graduate,No,2964.0,0.0,84.0,360.0,0.0,Semiurban,0.0,No Credit History,2964.0,84000.0,28.34008097165992,8,10,10,17,47.4,Low
LP001909,Male,No,0,Graduate,No,5583.0,0.0,116.0,360.0,1.0,Urban,0.0,Has Credit History,5583.0,116000.0,20.77735984237865,40,18,10,17,89.5,High
LP001911,Female,No,0,Graduate,No,2708.0,0.0,65.0,360.0,1.0,Rural,0.0,Has Credit History,2708.0,65000.0,24.002954209748893,40,18,10,17,89.5,High
LP001921,Male,No,1,Graduate,No,3180.0,2370.0,80.0,240.0,,Rural,1.0,Unknown/Not on File,5550.0,80000.0,14.414414414414416,20,25,10,12,70.5,High
LP001923,Male,No,0,Not Graduate,No,2268.0,0.0,170.0,360.0,0.0,Semiurban,0.0,No Credit History,2268.0,170000.0,74.95590828924162,8,3,10,14,36.8,Low
LP001933,Male,No,2,Not Graduate,No,1141.0,2017.0,120.0,360.0,0.0,Urban,2.0,No Credit History,3158.0,120000.0,37.998733375554146,8,3,10,11,33.7,Low
LP001943,Male,Yes,0,Graduate,No,3042.0,3167.0,135.0,360.0,1.0,Urban,0.0,Has Credit History,6209.0,135000.0,21.742631663713965,40,18,10,20,92.6,High
LP001950,Female,Yes,3+,Graduate,No,1750.0,2935.0,94.0,360.0,0.0,Semiurban,3.0,No Credit History,4685.0,94000.0,20.064034151547492,8,18,10,17,55.8,Medium
LP001959,Female,Yes,1,Graduate,No,3564.0,0.0,79.0,360.0,1.0,Rural,1.0,Has Credit History,3564.0,79000.0,22.16610549943883,40,18,10,17,89.5,High
LP001961,Female,No,0,Graduate,No,3958.0,0.0,110.0,360.0,1.0,Rural,0.0,Has Credit History,3958.0,110000.0,27.791814047498736,40,10,10,17,81.1,High
LP001973,Male,Yes,2,Not Graduate,No,4483.0,0.0,130.0,360.0,1.0,Rural,2.0,Has Credit History,4483.0,130000.0,28.998438545616775,40,10,10,14,77.9,High
LP001975,Male,Yes,0,Graduate,No,5225.0,0.0,143.0,360.0,1.0,Rural,0.0,Has Credit History,5225.0,143000.0,27.36842105263158,40,10,10,20,84.2,High
LP001979,Male,No,0,Graduate,No,3017.0,2845.0,159.0,180.0,0.0,Urban,0.0,No Credit History,5862.0,159000.0,27.123848515864893,8,10,10,15,45.3,Low
LP001995,Male,Yes,0,Not Graduate,No,2431.0,1820.0,110.0,360.0,0.0,Rural,0.0,No Credit History,4251.0,110000.0,25.8762644083745,8,18,10,17,55.8,Medium
LP001999,Male,Yes,2,Graduate,No,4912.0,4614.0,160.0,360.0,1.0,Rural,2.0,Has Credit History,9526.0,160000.0,16.79613688851564,40,25,10,17,96.8,High
LP002007,Male,Yes,2,Not Graduate,No,2500.0,3333.0,131.0,360.0,1.0,Urban,2.0,Has Credit History,5833.0,131000.0,22.458426195782614,40,18,10,14,86.3,High
LP002009,Female,No,0,Graduate,No,2918.0,0.0,65.0,360.0,,Rural,0.0,Unknown/Not on File,2918.0,65000.0,22.27553118574366,20,18,10,17,68.4,Medium
LP002016,Male,Yes,2,Graduate,No,5128.0,0.0,143.0,360.0,1.0,Rural,2.0,Has Credit History,5128.0,143000.0,27.886115444617783,40,10,10,17,81.1,High
LP002017,Male,Yes,3+,Graduate,No,15312.0,0.0,187.0,360.0,,Urban,3.0,Unknown/Not on File,15312.0,187000.0,12.21264367816092,20,25,10,17,75.8,High
LP002018,Male,Yes,2,Graduate,No,3958.0,2632.0,160.0,360.0,1.0,Semiurban,2.0,Has Credit History,6590.0,160000.0,24.27921092564492,40,18,10,17,89.5,High
LP002027,Male,Yes,0,Graduate,No,4334.0,2945.0,165.0,360.0,1.0,Semiurban,0.0,Has Credit History,7279.0,165000.0,22.667948894078854,40,18,10,20,92.6,High
LP002028,Male,Yes,2,Graduate,No,4358.0,0.0,110.0,360.0,1.0,Urban,2.0,Has Credit History,4358.0,110000.0,25.24093620927031,40,18,10,17,89.5,High
LP002042,Female,Yes,1,Graduate,No,4000.0,3917.0,173.0,360.0,1.0,Rural,1.0,Has Credit History,7917.0,173000.0,21.85171150688392,40,18,10,17,89.5,High
LP002045,Male,Yes,3+,Graduate,No,10166.0,750.0,150.0,360.0,1.0,Urban,3.0,Has Credit History,10916.0,150000.0,13.741297178453646,40,25,10,17,96.8,High
LP002046,Male,Yes,0,Not Graduate,No,4483.0,0.0,135.0,360.0,,Semiurban,0.0,Unknown/Not on File,4483.0,135000.0,30.113763105063573,20,10,10,17,60.0,Medium
LP002047,Male,Yes,2,Not Graduate,No,4521.0,1184.0,150.0,360.0,1.0,Semiurban,2.0,Has Credit History,5705.0,150000.0,26.292725679228745,40,10,10,14,77.9,High
LP002056,Male,Yes,2,Graduate,No,9167.0,0.0,235.0,360.0,1.0,Semiurban,2.0,Has Credit History,9167.0,235000.0,25.63543143885677,40,18,10,17,89.5,High
LP002057,Male,Yes,0,Not Graduate,No,13083.0,0.0,126.0,360.0,1.0,Rural,0.0,Has Credit History,13083.0,126000.0,9.630818619582664,40,25,10,17,96.8,High
LP002059,Male,Yes,2,Graduate,No,7874.0,3967.0,336.0,360.0,1.0,Rural,2.0,Has Credit History,11841.0,336000.0,28.37598175829744,40,10,10,17,81.1,High
LP002062,Female,Yes,1,Graduate,No,4333.0,0.0,132.0,84.0,1.0,Rural,1.0,Has Credit History,4333.0,132000.0,30.46388183706439,40,10,10,15,78.9,High
LP002064,Male,No,0,Graduate,No,4083.0,0.0,96.0,360.0,1.0,Urban,0.0,Has Credit History,4083.0,96000.0,23.512123438648057,40,18,10,17,89.5,High
LP002069,Male,Yes,2,Not Graduate,No,3785.0,2912.0,180.0,360.0,0.0,Rural,2.0,No Credit History,6697.0,180000.0,26.877706435717485,8,10,10,14,44.2,Low
LP002070,Male,Yes,3+,Not Graduate,No,2654.0,1998.0,128.0,360.0,0.0,Rural,3.0,No Credit History,4652.0,128000.0,27.515047291487537,8,10,10,14,44.2,Low
LP002077,Male,Yes,1,Graduate,No,10000.0,2690.0,412.0,360.0,1.0,Semiurban,1.0,Has Credit History,12690.0,412000.0,32.46650906225374,40,10,10,17,81.1,High
LP002083,Male,No,0,Graduate,Yes,5833.0,0.0,116.0,360.0,1.0,Urban,0.0,Has Credit History,5833.0,116000.0,19.886850677181553,40,18,6,17,85.3,High
LP002090,Male,Yes,1,Graduate,No,4796.0,0.0,114.0,360.0,0.0,Semiurban,1.0,No Credit History,4796.0,114000.0,23.769808173477895,8,18,10,17,55.8,Medium
LP002096,Male,Yes,0,Not Graduate,No,2000.0,1600.0,115.0,360.0,1.0,Rural,0.0,Has Credit History,3600.0,115000.0,31.944444444444443,40,10,10,17,81.1,High
LP002099,Male,Yes,2,Graduate,No,2540.0,700.0,104.0,360.0,0.0,Urban,2.0,No Credit History,3240.0,104000.0,32.098765432098766,8,10,10,17,47.4,Low
LP002102,Male,Yes,0,Graduate,Yes,1900.0,1442.0,88.0,360.0,1.0,Rural,0.0,Has Credit History,3342.0,88000.0,26.33153800119689,40,10,6,20,80.0,High
LP002105,Male,Yes,0,Graduate,Yes,8706.0,0.0,108.0,480.0,1.0,Rural,0.0,Has Credit History,8706.0,108000.0,12.4052377670572,40,25,6,20,95.8,High
LP002107,Male,Yes,3+,Not Graduate,No,2855.0,542.0,90.0,360.0,1.0,Urban,3.0,Has Credit History,3397.0,90000.0,26.493965263467764,40,10,10,14,77.9,High
LP002111,Male,Yes,0,Graduate,No,3016.0,1300.0,100.0,360.0,,Urban,0.0,Unknown/Not on File,4316.0,100000.0,23.169601482854496,20,18,10,20,71.6,High
LP002117,Female,Yes,0,Graduate,No,3159.0,2374.0,108.0,360.0,1.0,Semiurban,0.0,Has Credit History,5533.0,108000.0,19.519248147478763,40,18,10,20,92.6,High
LP002118,Female,No,0,Graduate,No,1937.0,1152.0,78.0,360.0,1.0,Semiurban,0.0,Has Credit History,3089.0,78000.0,25.250890255746196,40,18,10,17,89.5,High
LP002123,Male,Yes,0,Graduate,No,2613.0,2417.0,123.0,360.0,1.0,Semiurban,0.0,Has Credit History,5030.0,123000.0,24.45328031809145,40,18,10,20,92.6,High
LP002125,Male,Yes,1,Graduate,No,4960.0,2600.0,187.0,360.0,1.0,Semiurban,1.0,Has Credit History,7560.0,187000.0,24.735449735449738,40,18,10,17,89.5,High
LP002148,Male,Yes,1,Graduate,No,3074.0,1083.0,146.0,360.0,1.0,Semiurban,1.0,Has Credit History,4157.0,146000.0,35.12148183786385,40,3,10,17,73.7,High
LP002152,Female,No,0,Graduate,No,4213.0,0.0,80.0,360.0,1.0,Urban,0.0,Has Credit History,4213.0,80000.0,18.988844054118207,40,18,10,17,89.5,High
LP002165,Male,No,1,Not Graduate,No,2038.0,4027.0,100.0,360.0,1.0,Rural,1.0,Has Credit History,6065.0,100000.0,16.488046166529266,40,25,10,11,90.5,High
LP002167,Female,No,0,Graduate,No,2362.0,0.0,55.0,360.0,1.0,Urban,0.0,Has Credit History,2362.0,55000.0,23.285351397121083,40,18,10,17,89.5,High
LP002168,Male,No,0,Graduate,No,5333.0,2400.0,200.0,360.0,0.0,Rural,0.0,No Credit History,7733.0,200000.0,25.8631837579206,8,18,10,17,55.8,Medium
LP002172,Male,Yes,3+,Graduate,Yes,5384.0,0.0,150.0,360.0,1.0,Semiurban,3.0,Has Credit History,5384.0,150000.0,27.86032689450223,40,10,6,17,76.8,High
LP002176,Male,No,0,Graduate,No,5708.0,0.0,150.0,360.0,1.0,Rural,0.0,Has Credit History,5708.0,150000.0,26.278906797477227,40,10,10,17,81.1,High
LP002183,Male,Yes,0,Not Graduate,No,3754.0,3719.0,118.0,360.0,1.0,Rural,0.0,Has Credit History,7473.0,118000.0,15.790177974039876,40,25,10,17,96.8,High
LP002184,Male,Yes,0,Not Graduate,No,2914.0,2130.0,150.0,300.0,1.0,Urban,0.0,Has Credit History,5044.0,150000.0,29.738302934179224,40,10,10,15,78.9,High
LP002186,Male,Yes,0,Not Graduate,No,2747.0,2458.0,118.0,36.0,1.0,Semiurban,0.0,Has Credit History,5205.0,118000.0,22.67050912584054,40,18,10,15,87.4,High
LP002192,Male,Yes,0,Graduate,No,7830.0,2183.0,212.0,360.0,1.0,Rural,0.0,Has Credit History,10013.0,212000.0,21.17247578148407,40,18,10,20,92.6,High
LP002195,Male,Yes,1,Graduate,Yes,3507.0,3148.0,212.0,360.0,1.0,Rural,1.0,Has Credit History,6655.0,212000.0,31.8557475582269,40,10,6,17,76.8,High
LP002208,Male,Yes,1,Graduate,No,3747.0,2139.0,125.0,360.0,1.0,Urban,1.0,Has Credit History,5886.0,125000.0,21.236833163438668,40,18,10,17,89.5,High
LP002212,Male,Yes,0,Graduate,No,2166.0,2166.0,108.0,360.0,,Urban,0.0,Unknown/Not on File,4332.0,108000.0,24.930747922437675,20,18,10,20,71.6,High
LP002240,Male,Yes,0,Not Graduate,No,3500.0,2168.0,149.0,360.0,1.0,Rural,0.0,Has Credit History,5668.0,149000.0,26.287932251235,40,10,10,17,81.1,High
LP002245,Male,Yes,2,Not Graduate,No,2896.0,0.0,80.0,480.0,1.0,Urban,2.0,Has Credit History,2896.0,80000.0,27.624309392265193,40,10,10,14,77.9,High
LP002253,Female,No,1,Graduate,No,5062.0,0.0,152.0,300.0,1.0,Rural,1.0,Has Credit History,5062.0,152000.0,30.0276570525484,40,10,10,12,75.8,High
LP002256,Female,No,2,Graduate,Yes,5184.0,0.0,187.0,360.0,0.0,Semiurban,2.0,No Credit History,5184.0,187000.0,36.07253086419753,8,3,6,14,32.6,Low
LP002257,Female,No,0,Graduate,No,2545.0,0.0,74.0,360.0,1.0,Urban,0.0,Has Credit History,2545.0,74000.0,29.076620825147348,40,10,10,17,81.1,High
LP002264,Male,Yes,0,Graduate,No,2553.0,1768.0,102.0,360.0,1.0,Urban,0.0,Has Credit History,4321.0,102000.0,23.605646841009023,40,18,10,20,92.6,High
LP002270,Male,Yes,1,Graduate,No,3436.0,3809.0,100.0,360.0,1.0,Rural,1.0,Has Credit History,7245.0,100000.0,13.802622498274673,40,25,10,17,96.8,High
LP002279,Male,No,0,Graduate,No,2412.0,2755.0,130.0,360.0,1.0,Rural,0.0,Has Credit History,5167.0,130000.0,25.159667118250436,40,18,10,17,89.5,High
LP002286,Male,Yes,3+,Not Graduate,No,5180.0,0.0,125.0,360.0,0.0,Urban,3.0,No Credit History,5180.0,125000.0,24.131274131274132,8,18,10,14,52.6,Medium
LP002294,Male,No,0,Graduate,No,14911.0,14507.0,130.0,360.0,1.0,Semiurban,0.0,Has Credit History,29418.0,130000.0,4.419063158610375,40,25,10,17,96.8,High
LP002298,Male,No,0,Graduate,Yes,2860.0,2988.0,138.0,360.0,1.0,Urban,0.0,Has Credit History,5848.0,138000.0,23.59781121751026,40,18,6,17,85.3,High
LP002306,Male,Yes,0,Graduate,No,1173.0,1594.0,28.0,180.0,1.0,Rural,0.0,Has Credit History,2767.0,28000.0,10.119262739428985,40,25,10,18,97.9,High
LP002310,Female,No,1,Graduate,No,7600.0,0.0,92.0,360.0,1.0,Semiurban,1.0,Has Credit History,7600.0,92000.0,12.105263157894736,40,25,10,14,93.7,High
LP002311,Female,Yes,0,Graduate,No,2157.0,1788.0,104.0,360.0,1.0,Urban,0.0,Has Credit History,3945.0,104000.0,26.362484157160964,40,10,10,20,84.2,High
LP002316,Male,No,0,Graduate,No,2231.0,2774.0,176.0,360.0,0.0,Urban,0.0,No Credit History,5005.0,176000.0,35.16483516483517,8,3,10,17,40.0,Low
LP002321,Female,No,0,Graduate,No,2274.0,5211.0,117.0,360.0,0.0,Semiurban,0.0,No Credit History,7485.0,117000.0,15.6312625250501,8,25,10,17,63.2,Medium
LP002325,Male,Yes,2,Not Graduate,No,6166.0,13983.0,102.0,360.0,1.0,Rural,2.0,Has Credit History,20149.0,102000.0,5.062285969527023,40,25,10,14,93.7,High
LP002326,Male,Yes,2,Not Graduate,No,2513.0,1110.0,107.0,360.0,1.0,Semiurban,2.0,Has Credit History,3623.0,107000.0,29.53353574385868,40,10,10,14,77.9,High
LP002329,Male,No,0,Graduate,No,4333.0,0.0,66.0,480.0,1.0,Urban,0.0,Has Credit History,4333.0,66000.0,15.231940918532194,40,25,10,17,96.8,High
LP002333,Male,No,0,Not Graduate,No,3844.0,0.0,105.0,360.0,1.0,Urban,0.0,Has Credit History,3844.0,105000.0,27.315296566077,40,10,10,14,77.9,High
LP002339,Male,Yes,0,Graduate,No,3887.0,1517.0,105.0,360.0,0.0,Semiurban,0.0,No Credit History,5404.0,105000.0,19.430051813471504,8,18,10,20,58.9,Medium
LP002344,Male,Yes,0,Graduate,No,3510.0,828.0,105.0,360.0,1.0,Semiurban,0.0,Has Credit History,4338.0,105000.0,24.20470262793914,40,18,10,20,92.6,High
LP002346,Male,Yes,0,Graduate,No,2539.0,1704.0,125.0,360.0,0.0,Rural,0.0,No Credit History,4243.0,125000.0,29.460287532406316,8,10,10,20,50.5,Medium
LP002354,Female,No,0,Not Graduate,No,2107.0,0.0,64.0,360.0,1.0,Semiurban,0.0,Has Credit History,2107.0,64000.0,30.374940673943996,40,10,10,14,77.9,High
LP002355,Male,Yes,0,Graduate,No,3186.0,3145.0,150.0,180.0,0.0,Semiurban,0.0,No Credit History,6331.0,150000.0,23.6929395040278,8,18,10,18,56.8,Medium
LP002358,Male,Yes,2,Graduate,Yes,5000.0,2166.0,150.0,360.0,1.0,Urban,2.0,Has Credit History,7166.0,150000.0,20.932179737650017,40,18,6,17,85.3,High
LP002360,Male,Yes,0,Graduate,No,10000.0,0.0,126.0,360.0,1.0,Urban,0.0,Has Credit History,10000.0,126000.0,12.6,40,25,10,20,100.0,High
LP002375,Male,Yes,0,Not Graduate,Yes,3943.0,0.0,64.0,360.0,1.0,Semiurban,0.0,Has Credit History,3943.0,64000.0,16.23129596753741,40,25,6,17,92.6,High
LP002376,Male,No,0,Graduate,No,2925.0,0.0,40.0,180.0,1.0,Rural,0.0,Has Credit History,2925.0,40000.0,13.675213675213676,40,25,10,15,94.7,High
LP002383,Male,Yes,3+,Graduate,No,3242.0,437.0,142.0,480.0,0.0,Urban,3.0,No Credit History,3679.0,142000.0,38.59744495786899,8,3,10,17,40.0,Low
LP002385,Male,Yes,0,Graduate,No,3863.0,0.0,70.0,300.0,1.0,Semiurban,0.0,Has Credit History,3863.0,70000.0,18.12063163344551,40,18,10,18,90.5,High
LP002389,Female,No,1,Graduate,No,4028.0,0.0,131.0,360.0,1.0,Semiurban,1.0,Has Credit History,4028.0,131000.0,32.522343594836144,40,10,10,14,77.9,High
LP002394,Male,Yes,2,Graduate,No,4010.0,1025.0,120.0,360.0,1.0,Urban,2.0,Has Credit History,5035.0,120000.0,23.83316782522344,40,18,10,17,89.5,High
LP002397,Female,Yes,1,Graduate,No,3719.0,1585.0,114.0,360.0,1.0,Urban,1.0,Has Credit History,5304.0,114000.0,21.493212669683256,40,18,10,17,89.5,High
LP002399,Male,No,0,Graduate,No,2858.0,0.0,123.0,360.0,0.0,Rural,0.0,No Credit History,2858.0,123000.0,43.037088873338,8,3,10,17,40.0,Low
LP002400,Female,Yes,0,Graduate,No,3833.0,0.0,92.0,360.0,1.0,Rural,0.0,Has Credit History,3833.0,92000.0,24.002087138012,40,18,10,20,92.6,High
LP002402,Male,Yes,0,Graduate,No,3333.0,4288.0,160.0,360.0,1.0,Urban,0.0,Has Credit History,7621.0,160000.0,20.994620128592047,40,18,10,20,92.6,High
LP002412,Male,Yes,0,Graduate,No,3007.0,3725.0,151.0,360.0,1.0,Rural,0.0,Has Credit History,6732.0,151000.0,22.43018419489008,40,18,10,20,92.6,High
LP002415,Female,No,1,Graduate,No,1850.0,4583.0,81.0,360.0,,Rural,1.0,Unknown/Not on File,6433.0,81000.0,12.591325975439142,20,25,10,14,72.6,High
LP002417,Male,Yes,3+,Not Graduate,No,2792.0,2619.0,171.0,360.0,1.0,Semiurban,3.0,Has Credit History,5411.0,171000.0,31.60229162816485,40,10,10,14,77.9,High
LP002420,Male,Yes,0,Graduate,No,2982.0,1550.0,110.0,360.0,1.0,Semiurban,0.0,Has Credit History,4532.0,110000.0,24.271844660194176,40,18,10,20,92.6,High
LP002425,Male,No,0,Graduate,No,3417.0,738.0,100.0,360.0,,Rural,0.0,Unknown/Not on File,4155.0,100000.0,24.067388688327316,20,18,10,17,68.4,Medium
LP002433,Male,Yes,1,Graduate,No,18840.0,0.0,234.0,360.0,1.0,Rural,1.0,Has Credit History,18840.0,234000.0,12.420382165605096,40,25,10,17,96.8,High
LP002440,Male,Yes,2,Graduate,No,2995.0,1120.0,184.0,360.0,1.0,Rural,2.0,Has Credit History,4115.0,184000.0,44.71445929526124,40,3,10,17,73.7,High
LP002441,Male,No,0,Graduate,No,3579.0,3308.0,138.0,360.0,,Semiurban,0.0,Unknown/Not on File,6887.0,138000.0,20.03775228691738,20,18,10,17,68.4,Medium
LP002442,Female,Yes,1,Not Graduate,No,3835.0,1400.0,112.0,480.0,0.0,Urban,1.0,No Credit History,5235.0,112000.0,21.39446036294174,8,18,10,14,52.6,Medium
LP002445,Female,No,1,Not Graduate,No,3854.0,3575.0,117.0,360.0,1.0,Rural,1.0,Has Credit History,7429.0,117000.0,15.749091398573158,40,25,10,11,90.5,High
LP002450,Male,Yes,2,Graduate,No,5833.0,750.0,49.0,360.0,0.0,Rural,2.0,No Credit History,6583.0,49000.0,7.4434148564484275,8,25,10,17,63.2,Medium
LP002471,Male,No,0,Graduate,No,3508.0,0.0,99.0,360.0,1.0,Rural,0.0,Has Credit History,3508.0,99000.0,28.2212086659065,40,10,10,17,81.1,High
LP002476,Female,Yes,3+,Not Graduate,No,1635.0,2444.0,99.0,360.0,1.0,Urban,3.0,Has Credit History,4079.0,99000.0,24.270654572199067,40,18,10,14,86.3,High
LP002482,Female,No,0,Graduate,Yes,3333.0,3916.0,212.0,360.0,1.0,Rural,0.0,Has Credit History,7249.0,212000.0,29.245413160435923,40,10,6,17,76.8,High
LP002485,Male,No,1,Graduate,No,24797.0,0.0,240.0,360.0,1.0,Semiurban,1.0,Has Credit History,24797.0,240000.0,9.67859015203452,40,25,10,14,93.7,High
LP002495,Male,Yes,2,Graduate,No,5667.0,440.0,130.0,360.0,0.0,Semiurban,2.0,No Credit History,6107.0,130000.0,21.287047650237433,8,18,10,17,55.8,Medium
LP002496,Female,No,0,Graduate,No,3500.0,0.0,94.0,360.0,0.0,Semiurban,0.0,No Credit History,3500.0,94000.0,26.857142857142858,8,10,10,17,47.4,Low
LP002523,Male,Yes,3+,Graduate,No,2773.0,1497.0,108.0,360.0,1.0,Semiurban,3.0,Has Credit History,4270.0,108000.0,25.292740046838407,40,18,10,17,89.5,High
LP002542,Male,Yes,0,Graduate,No,6500.0,0.0,144.0,360.0,1.0,Urban,0.0,Has Credit History,6500.0,144000.0,22.153846153846153,40,18,10,20,92.6,High
LP002550,Female,No,0,Graduate,No,5769.0,0.0,110.0,180.0,1.0,Semiurban,0.0,Has Credit History,5769.0,110000.0,19.06742936384122,40,18,10,15,87.4,High
LP002551,Male,Yes,3+,Not Graduate,No,3634.0,910.0,176.0,360.0,0.0,Semiurban,3.0,No Credit History,4544.0,176000.0,38.732394366197184,8,3,10,14,36.8,Low
LP002553,Male,No,0,Graduate,No,29167.0,0.0,185.0,360.0,1.0,Semiurban,0.0,Has Credit History,29167.0,185000.0,6.3427846538896695,40,25,10,17,96.8,High
LP002554,Male,No,0,Graduate,No,2166.0,2057.0,122.0,360.0,1.0,Semiurban,0.0,Has Credit History,4223.0,122000.0,28.88941510774331,40,10,10,17,81.1,High
LP002561,Male,Yes,0,Graduate,No,5000.0,0.0,126.0,360.0,1.0,Rural,0.0,Has Credit History,5000.0,126000.0,25.2,40,18,10,20,92.6,High
LP002566,Female,No,0,Graduate,No,5530.0,0.0,135.0,360.0,,Urban,0.0,Unknown/Not on File,5530.0,135000.0,24.412296564195294,20,18,10,17,68.4,Medium
LP002568,Male,No,0,Not Graduate,No,9000.0,0.0,122.0,360.0,1.0,Rural,0.0,Has Credit History,9000.0,122000.0,13.555555555555555,40,25,10,14,93.7,High
LP002570,Female,Yes,2,Graduate,No,10000.0,11666.0,460.0,360.0,1.0,Urban,2.0,Has Credit History,21666.0,460000.0,21.231422505307854,40,18,10,17,89.5,High
LP002572,Male,Yes,1,Graduate,No,8750.0,0.0,297.0,360.0,1.0,Urban,1.0,Has Credit History,8750.0,297000.0,33.94285714285714,40,10,10,17,81.1,High
LP002581,Male,Yes,0,Not Graduate,No,2157.0,2730.0,140.0,360.0,,Rural,0.0,Unknown/Not on File,4887.0,140000.0,28.64743196234909,20,10,10,17,60.0,Medium
LP002584,Male,No,0,Graduate,No,1972.0,4347.0,106.0,360.0,1.0,Rural,0.0,Has Credit History,6319.0,106000.0,16.77480614021206,40,25,10,17,96.8,High
LP002592,Male,No,0,Graduate,No,4983.0,0.0,141.0,360.0,1.0,Urban,0.0,Has Credit History,4983.0,141000.0,28.296207104154124,40,10,10,17,81.1,High
LP002593,Male,Yes,1,Graduate,No,8333.0,4000.0,126.0,360.0,1.0,Urban,1.0,Has Credit History,12333.0,126000.0,10.216492337630749,40,25,10,17,96.8,High
LP002599,Male,Yes,0,Graduate,No,3667.0,2000.0,170.0,360.0,1.0,Semiurban,0.0,Has Credit History,5667.0,170000.0,29.99823539791777,40,10,10,20,84.2,High
LP002604,Male,Yes,2,Graduate,No,3166.0,2833.0,145.0,360.0,1.0,Urban,2.0,Has Credit History,5999.0,145000.0,24.17069511585264,40,18,10,17,89.5,High
LP002605,Male,No,0,Not Graduate,No,3271.0,0.0,90.0,360.0,1.0,Rural,0.0,Has Credit History,3271.0,90000.0,27.514521553041885,40,10,10,14,77.9,High
LP002609,Female,Yes,0,Graduate,No,2241.0,2000.0,88.0,360.0,0.0,Urban,0.0,No Credit History,4241.0,88000.0,20.749823154916292,8,18,10,20,58.9,Medium
LP002610,Male,Yes,1,Not Graduate,No,1792.0,2565.0,128.0,360.0,1.0,Urban,1.0,Has Credit History,4357.0,128000.0,29.37801239384898,40,10,10,14,77.9,High
LP002612,Female,Yes,0,Graduate,No,2666.0,0.0,84.0,480.0,1.0,Semiurban,0.0,Has Credit History,2666.0,84000.0,31.50787696924231,40,10,10,20,84.2,High
LP002614,Male,No,0,Graduate,No,6478.0,0.0,108.0,360.0,1.0,Semiurban,0.0,Has Credit History,6478.0,108000.0,16.67181228774313,40,25,10,17,96.8,High
LP002630,Male,No,0,Not Graduate,No,3808.0,0.0,83.0,360.0,1.0,Rural,0.0,Has Credit History,3808.0,83000.0,21.79621848739496,40,18,10,14,86.3,High
LP002635,Female,Yes,2,Not Graduate,No,3729.0,0.0,117.0,360.0,1.0,Semiurban,2.0,Has Credit History,3729.0,117000.0,31.375703942075624,40,10,10,14,77.9,High
LP002639,Male,Yes,2,Graduate,No,4120.0,0.0,128.0,360.0,1.0,Rural,2.0,Has Credit History,4120.0,128000.0,31.067961165048544,40,10,10,17,81.1,High
LP002644,Male,Yes,1,Graduate,Yes,7500.0,0.0,75.0,360.0,1.0,Urban,1.0,Has Credit History,7500.0,75000.0,10.0,40,25,6,17,92.6,High
LP002651,Male,Yes,1,Graduate,No,6300.0,0.0,125.0,360.0,0.0,Urban,1.0,No Credit History,6300.0,125000.0,19.84126984126984,8,18,10,17,55.8,Medium
LP002654,Female,No,0,Graduate,Yes,14987.0,0.0,177.0,360.0,1.0,Rural,0.0,Has Credit History,14987.0,177000.0,11.810235537465804,40,25,6,17,92.6,High
LP002657,Male,Yes,1,Not Graduate,Yes,570.0,2125.0,68.0,360.0,1.0,Rural,1.0,Has Credit History,2695.0,68000.0,25.23191094619666,40,18,6,14,82.1,High
